DD.1.5,618,DD.m.1,811,DD.1.5,245,DD.1.5,175,DD.1.5,188,DD.1.5,179,DD.1.5,174,DD.1.5,172,DD.1.5,203,DD.1.5,181,DD.1.5,193,DD.1.5,246,DD.1.5,247,DD.1.5,186,DD.1.5,195,DD.1.5,190,DD.1.5,183,DD.1.5,181,DD.1.5,181,DD.1.5,187,DD.1.5,177,DD.1.5,188,DD.1.5,180,DD.1.5,175,DD.5.R,366,DD.1.5,190,DD.1.5,210,DD.1.5,186,DD.1.5,190,DD.1.5,240,DD.1.5,281,DD.1.5,196,DD.1.5,538,DD.1.5,294,DD.1.5,660,DD.1.5,355,DD.1.5,956,DD.1.5,341,DD.1.5,353,DD.1.5,328,DD.1.5,273,DD.1.5,285,DD.1.5,268,DD.1.5,1376,DD.1.5,1014,DD.1.5,282,DD.1.5,274,DD.1.5,304,DD.1.5,305,DD.1.5,229,DD.1.5,256,DD.Backspace.a,570,DD.1.5,324,DD.1.5,249,DD.1.5,323,DD.1.5,314,DD.1.5,337,DD.1.5,277,DD.1.5,483,DD.1.5,267,DD.1.5,264,DD.1.5,165,DD.1.5,283,DD.1.5,1245,DD.Backspace.A,547,,,,,,
UD.1.5,501,UD.m.1,697,UD.1.5,133,UD.1.5,102,UD.1.5,122,UD.1.5,118,UD.1.5,117,UD.1.5,100,UD.1.5,140,UD.1.5,133,UD.1.5,134,UD.1.5,125,UD.1.5,193,UD.1.5,117,UD.1.5,112,UD.1.5,128,UD.1.5,118,UD.1.5,100,UD.1.5,104,UD.1.5,129,UD.1.5,118,UD.1.5,123,UD.1.5,118,UD.1.5,105,UD.5.R,100,UD.1.5,122,UD.1.5,139,UD.1.5,113,UD.1.5,113,UD.1.5,61,UD.1.5,62,UD.1.5,88,UD.1.5,85,UD.1.5,45,UD.1.5,72,UD.1.5,80,UD.1.5,90,UD.1.5,106,UD.1.5,80,UD.1.5,86,UD.1.5,105,UD.1.5,113,UD.1.5,111,UD.1.5,122,UD.1.5,148,UD.1.5,111,UD.1.5,121,UD.1.5,113,UD.1.5,123,UD.1.5,113,UD.1.5,106,UD.Backspace.a,91,UD.1.5,126,UD.1.5,107,UD.1.5,107,UD.1.5,96,UD.1.5,119,UD.1.5,118,UD.1.5,104,UD.1.5,117,UD.1.5,92,UD.1.5,96,UD.1.5,133,UD.1.5,111,UD.Backspace.A,179,,,,,,
H.5,116,H.1,91,H.5,112,H.5,172,H.5,161,H.5,109,H.5,110,H.5,149,H.5,169,H.5,427,H.5,114,H.5,205,H.5,240,H.5,107,H.5,157,H.5,183,H.5,152,H.5,143,H.5,126,H.5,101,H.5,105,H.5,85,H.5,102,H.5,188,H.R,1786,H.5,119,H.5,84,H.5,138,H.5,149,H.5,80,H.5,76,H.5,76,H.5,77,H.5,73,H.5,88,H.5,82,H.5,84,H.5,62,H.5,72,H.5,220,H.5,127,H.5,170,H.5,208,H.5,96,H.5,484,H.5,315,H.5,451,H.5,467,H.5,126,H.5,161,H.5,159,H.a,370,H.5,160,H.5,211,H.5,304,H.5,347,H.5,144,H.5,161,H.5,90,H.5,171,H.5,101,H.5,198,H.5,263,H.5,129,H.A,745,,,,,,
DD.5.R,1273,DD.1.1,136,DD.5.R,375,DD.5.R,263,DD.5.R,266,DD.5.R,222,DD.5.R,222,DD.5.R,251,DD.5.R,281,DD.5.R,583,DD.5.R,216,DD.5.R,318,DD.5.R,389,DD.5.R,224,DD.5.R,259,DD.5.R,292,DD.5.R,262,DD.5.R,252,DD.5.R,217,DD.5.R,198,DD.5.R,198,DD.5.R,166,DD.5.R,213,DD.5.R,300,DD.R.o,1898,DD.5.R,208,DD.5.R,191,DD.5.R,244,DD.5.R,255,DD.5.R,211,DD.5.R,173,DD.5.R,193,DD.5.R,200,DD.5.R,181,DD.5.R,200,DD.5.R,195,DD.5.R,186,DD.5.R,169,DD.5.R,179,DD.5.R,310,DD.5.R,230,DD.5.R,281,DD.5.R,287,DD.5.R,174,DD.5.R,575,DD.5.R,384,DD.5.R,540,DD.5.R,579,DD.5.R,220,DD.5.R,252,DD.5.R,233,DD.a.Backspace,482,DD.5.R,243,DD.5.R,310,DD.5.R,430,DD.5.R,498,DD.5.R,249,DD.5.R,267,DD.5.R,195,DD.5.R,250,DD.5.R,200,DD.5.R,252,DD.5.R,329,DD.5.R,197,DD.A.A,860,,,,,,
UD.5.R,1157,UD.1.1,45,UD.5.R,263,UD.5.R,91,UD.5.R,105,UD.5.R,113,UD.5.R,112,UD.5.R,102,UD.5.R,112,UD.5.R,156,UD.5.R,102,UD.5.R,113,UD.5.R,149,UD.5.R,117,UD.5.R,102,UD.5.R,109,UD.5.R,110,UD.5.R,109,UD.5.R,91,UD.5.R,97,UD.5.R,93,UD.5.R,81,UD.5.R,111,UD.5.R,112,UD.R.o,112,UD.5.R,89,UD.5.R,107,UD.5.R,106,UD.5.R,106,UD.5.R,131,UD.5.R,97,UD.5.R,117,UD.5.R,123,UD.5.R,108,UD.5.R,112,UD.5.R,113,UD.5.R,102,UD.5.R,107,UD.5.R,107,UD.5.R,90,UD.5.R,103,UD.5.R,111,UD.5.R,79,UD.5.R,78,UD.5.R,91,UD.5.R,69,UD.5.R,89,UD.5.R,112,UD.5.R,94,UD.5.R,91,UD.5.R,74,UD.a.Backspace,112,UD.5.R,83,UD.5.R,99,UD.5.R,126,UD.5.R,151,UD.5.R,105,UD.5.R,106,UD.5.R,105,UD.5.R,79,UD.5.R,99,UD.5.R,54,UD.5.R,66,UD.5.R,68,UD.A.A,115,,,,,,
H.R,138,H.1,112,H.R,141,H.R,343,H.R,637,H.R,162,H.R,144,H.R,225,H.R,1130,H.R,635,H.R,1004,H.R,747,H.R,300,H.R,338,H.R,521,H.R,302,H.R,541,H.R,203,H.R,256,H.R,265,H.R,386,H.R,305,H.R,202,H.R,330,H.o,88,H.R,191,H.R,204,H.R,215,H.R,183,H.R,134,H.R,96,H.R,95,H.R,178,H.R,164,H.R,165,H.R,113,H.R,115,H.R,116,H.R,93,H.R,61,H.R,72,H.R,62,H.R,72,H.R,67,H.R,60,H.R,64,H.R,64,H.R,85,H.R,71,H.R,60,H.R,66,H.Backspace,86,H.R,83,H.R,71,H.R,79,H.R,209,H.R,77,H.R,60,H.R,72,H.R,79,H.R,72,H.R,69,H.R,74,H.R,72,H.A,5980,,,,,,
DD.R.o,774,DD.1.5,268,DD.R.o,300,DD.R.o,483,DD.R.o,765,DD.R.o,307,DD.R.o,362,DD.R.o,370,DD.R.0,1259,DD.R.o,789,DD.R.o,1156,DD.R.o,875,DD.R.o,434,DD.R.o,472,DD.R.o,656,DD.R.o,441,DD.R.o,667,DD.R.o,339,DD.R.o,394,DD.R.o,415,DD.R.o,536,DD.R.o,429,DD.R.o,348,DD.R.o,474,DD.o.%,181,DD.R.o,341,DD.R.o,356,DD.R.o,360,DD.R.o,344,DD.R.o,217,DD.R.o,195,DD.R.o,205,DD.R.o,303,DD.R.o,299,DD.R.o,234,DD.R.o,231,DD.R.o,223,DD.R.o,239,DD.R.o,190,DD.R.o,168,DD.R.o,184,DD.R.o,165,DD.R.o,184,DD.R.o,168,DD.R.O,171,DD.R.o,156,DD.R.o,169,DD.R.o,207,DD.R.o,195,DD.R.o,178,DD.R.o,196,DD.Backspace.Caps Lock,190,DD.R.o,211,DD.R.o,190,DD.R.o,213,DD.R.o,327,DD.R.o,190,DD.R.o,177,DD.R.o,178,DD.R.o,188,DD.R.o,187,DD.R.o,176,DD.R.o,179,DD.R.o,191,DD.A.m,6103,,,,,,
UD.R.o,636,UD.1.5,156,UD.R.o,159,UD.R.o,140,UD.R.o,128,UD.R.o,145,UD.R.o,218,UD.R.o,145,UD.R.0,129,UD.R.o,154,UD.R.o,152,UD.R.o,128,UD.R.o,134,UD.R.o,134,UD.R.o,135,UD.R.o,139,UD.R.o,126,UD.R.o,136,UD.R.o,138,UD.R.o,150,UD.R.o,150,UD.R.o,124,UD.R.o,146,UD.R.o,144,UD.o.%,93,UD.R.o,150,UD.R.o,152,UD.R.o,145,UD.R.o,161,UD.R.o,83,UD.R.o,99,UD.R.o,110,UD.R.o,125,UD.R.o,135,UD.R.o,69,UD.R.o,118,UD.R.o,108,UD.R.o,123,UD.R.o,97,UD.R.o,107,UD.R.o,112,UD.R.o,103,UD.R.o,112,UD.R.o,101,UD.R.O,111,UD.R.o,92,UD.R.o,105,UD.R.o,122,UD.R.o,124,UD.R.o,118,UD.R.o,130,UD.Backspace.Caps Lock,104,UD.R.o,128,UD.R.o,119,UD.R.o,134,UD.R.o,118,UD.R.o,113,UD.R.o,117,UD.R.o,106,UD.R.o,109,UD.R.o,115,UD.R.o,107,UD.R.o,105,UD.R.o,119,UD.A.m,123,,,,,,
H.o,97,H.5,102,H.o,139,H.o,119,H.o,292,H.o,48,H.o,79,H.o,391,H.0,229,H.o,178,H.o,104,H.o,1104,H.o,668,H.o,221,H.o,84,H.o,18,H.o,207,H.o,172,H.o,396,H.o,97,H.o,70,H.o,300,H.o,34,H.o,82,H.%,471,H.o,17,H.o,304,H.o,32,H.o,57,H.o,171,H.o,233,H.o,361,H.o,216,H.o,305,H.o,538,H.o,210,H.o,193,H.o,268,H.o,195,H.o,101,H.o,89,H.o,85,H.o,106,H.o,91,H.O,438,H.o,198,H.o,98,H.o,110,H.o,68,H.o,127,H.o,96,H.Caps Lock,60,H.o,250,H.o,63,H.o,143,H.o,118,H.o,94,H.o,78,H.o,73,H.o,221,H.o,72,H.o,104,H.o,93,H.o,83,H.m,568,,,,,,
DD.o.%,2141,DD.5.R,1805,DD.o.A,2244,DD.o.%,246,DD.o.%,389,DD.o.5,173,DD.o.%,206,DD.o.%,497,DD.0.%,357,DD.o.%,286,DD.o.%,211,DD.o.%,1190,DD.o.%,743,DD.o.%,344,DD.o.%,191,DD.o.%,131,DD.o.%,305,DD.o.%,295,DD.o.%,474,DD.o.%,196,DD.o.%,209,DD.o.%,395,DD.o.%,134,DD.o.%,183,DD.%.Enter,574,DD.o.%,133,DD.o.%,417,DD.o.%,154,DD.o.%,182,DD.o.%,322,DD.o.%,385,DD.o.%,518,DD.o.%,364,DD.o.%,448,DD.o.%,668,DD.o.%,354,DD.o.%,359,DD.o.%,395,DD.o.%,345,DD.o.%,203,DD.o.%,205,DD.o.%,203,DD.o.%,229,DD.o.%,187,DD.O.%,557,DD.o.%,333,DD.o.%,209,DD.o.%,218,DD.o.%,199,DD.o.%,217,DD.o.Caps Lock,212,DD.Caps Lock.A,254,DD.o.%,360,DD.o.%,169,DD.o.%,254,DD.o.%,233,DD.o.%,206,DD.o.%,184,DD.o.%,183,DD.o.%,322,DD.o.%,175,DD.o.%,193,DD.o.%,194,DD.o.$,183,DD.m.m,713,,,,,,
UD.o.%,2044,UD.5.R,1703,UD.o.A,2105,UD.o.%,127,UD.o.%,97,UD.o.5,125,UD.o.%,127,UD.o.%,106,UD.0.%,128,UD.o.%,108,UD.o.%,107,UD.o.%,86,UD.o.%,75,UD.o.%,123,UD.o.%,107,UD.o.%,113,UD.o.%,98,UD.o.%,123,UD.o.%,78,UD.o.%,99,UD.o.%,139,UD.o.%,95,UD.o.%,100,UD.o.%,101,UD.%.Enter,103,UD.o.%,116,UD.o.%,113,UD.o.%,122,UD.o.%,125,UD.o.%,151,UD.o.%,152,UD.o.%,157,UD.o.%,148,UD.o.%,143,UD.o.%,130,UD.o.%,144,UD.o.%,166,UD.o.%,127,UD.o.%,150,UD.o.%,102,UD.o.%,116,UD.o.%,118,UD.o.%,123,UD.o.%,96,UD.O.%,119,UD.o.%,135,UD.o.%,111,UD.o.%,108,UD.o.%,131,UD.o.%,90,UD.o.Caps Lock,116,UD.Caps Lock.A,194,UD.o.%,110,UD.o.%,106,UD.o.%,111,UD.o.%,115,UD.o.%,112,UD.o.%,106,UD.o.%,110,UD.o.%,101,UD.o.%,103,UD.o.%,89,UD.o.%,101,UD.o.$,100,UD.m.m,145,,,,,,
H.%,149,H.R,156,,,H.%,839,H.%,586,H.5,1091,H.%,1489,H.%,572,H.%,1261,H.%,1108,H.%,616,H.%,368,H.%,659,H.%,745,H.%,737,H.%,999,H.%,575,H.%,613,H.%,1096,H.%,694,H.%,297,H.%,567,H.%,549,H.%,329,H.Enter,4,H.%,774,H.%,527,H.%,685,H.%,380,H.%,52,H.%,147,H.%,76,H.%,42,H.%,171,H.%,103,H.%,127,H.%,26,H.%,34,H.%,146,H.%,186,H.%,282,H.%,330,H.%,250,H.%,234,H.%,210,H.%,414,H.%,222,H.%,227,H.%,186,H.%,195,H.Caps Lock,263,H.A,355,H.%,410,H.%,227,H.%,181,H.%,315,H.%,967,H.%,239,H.%,202,H.%,247,H.%,186,H.%,224,H.%,174,H.$,202,H.m,721,,,,,,
DD.%.Enter,696,DD.R.o,847,,,DD.%.Enter,961,DD.%.Enter,715,DD.5.Enter,1202,DD.%.Enter,1632,DD.%.Enter,709,DD.%.Enter,1395,DD.%.Enter,1241,DD.%.Enter,750,DD.%.Enter,497,DD.%.Enter,779,DD.%.Enter,867,DD.%.Enter,886,DD.%.Enter,1138,DD.%.Enter,714,DD.%.Enter,742,DD.%.Enter,1225,DD.%.Enter,837,DD.%.Enter,436,DD.%.Enter,741,DD.%.Enter,673,DD.%.Enter,453,DD.Enter.A,111,DD.%.Enter,901,DD.%.Enter,647,DD.%.Enter,813,DD.%.Enter,386,DD.%.Enter,193,DD.%.Enter,253,DD.%.Enter,209,DD.%.Enter,160,DD.%.Enter,281,DD.%.Enter,225,DD.%.Enter,237,DD.%.Enter,153,DD.%.Enter,138,DD.%.Enter,244,DD.%.Enter,410,DD.%.Enter,427,DD.%.Enter,523,DD.%.Enter,401,DD.%.Enter,396,DD.%.Enter,359,DD.%.Enter,556,DD.%.Enter,361,DD.%.Enter,377,DD.%.Enter,325,DD.%.Enter,347,DD.Caps Lock.%,412,DD.A.m,482,DD.%.Enter,555,DD.%.Enter,371,DD.%.Enter,343,DD.%.Enter,457,DD.%.Enter,1117,DD.%.Enter,395,DD.%.Enter,342,DD.%.Enter,386,DD.%.Enter,342,DD.%.Enter,347,DD.%.Enter,279,DD.$.Backspace,329,DD.m.s,938,,,,,,
UD.%.Enter,547,UD.R.o,691,,,UD.%.Enter,122,UD.%.Enter,129,UD.5.Enter,111,UD.%.Enter,143,UD.%.Enter,137,UD.%.Enter,134,UD.%.Enter,133,UD.%.Enter,134,UD.%.Enter,129,UD.%.Enter,120,UD.%.Enter,122,UD.%.Enter,149,UD.%.Enter,139,UD.%.Enter,139,UD.%.Enter,129,UD.%.Enter,129,UD.%.Enter,143,UD.%.Enter,139,UD.%.Enter,174,UD.%.Enter,124,UD.%.Enter,124,UD.Enter.A,107,UD.%.Enter,127,UD.%.Enter,120,UD.%.Enter,128,UD.%.Enter,6,UD.%.Enter,141,UD.%.Enter,106,UD.%.Enter,133,UD.%.Enter,118,UD.%.Enter,110,UD.%.Enter,122,UD.%.Enter,110,UD.%.Enter,127,UD.%.Enter,104,UD.%.Enter,98,UD.%.Enter,224,UD.%.Enter,145,UD.%.Enter,193,UD.%.Enter,151,UD.%.Enter,162,UD.%.Enter,149,UD.%.Enter,142,UD.%.Enter,139,UD.%.Enter,150,UD.%.Enter,139,UD.%.Enter,152,UD.Caps Lock.%,149,UD.A.m,127,UD.%.Enter,145,UD.%.Enter,144,UD.%.Enter,162,UD.%.Enter,142,UD.%.Enter,150,UD.%.Enter,156,UD.%.Enter,140,UD.%.Enter,139,UD.%.Enter,156,UD.%.Enter,123,UD.%.Enter,105,UD.$.Backspace,127,UD.m.s,217,,,,,,
H.Enter,104,H.o,186,,,H.Enter,56,H.Enter,443,H.Enter,32,H.Enter,210,H.Enter,286,H.Enter,199,H.Enter,79,H.Enter,525,H.Enter,176,H.Enter,17,H.Enter,78,H.Enter,256,H.Enter,301,H.Enter,460,H.Enter,61,H.Enter,632,H.Enter,717,H.Enter,219,H.Enter,303,H.Enter,51,H.Enter,261,,,H.Enter,149,H.Enter,165,H.Enter,142,H.Enter,187,H.Enter,583,H.Enter,565,H.Enter,732,H.Enter,1130,H.Enter,722,H.Enter,725,H.Enter,277,H.Enter,594,H.Enter,523,H.Enter,396,H.Enter,73,H.Enter,47,H.Enter,23,H.Enter,29,H.Enter,26,H.Enter,22,H.Enter,155,H.Enter,52,H.Enter,48,H.Enter,58,H.Enter,7,H.%,102,H.m,221,H.Enter,94,H.Enter,43,H.Enter,69,H.Enter,99,H.Enter,62,H.Enter,32,H.Enter,5,H.Enter,49,H.Enter,41,H.Enter,7,H.Enter,6,H.Backspace,7,H.s,295,,,,,,
