DD.1.5,687,DD.1.5,266,DD.1.5,290,DD.1.5,286,DD.1.5,206,DD.1.5,431,DD.1.5,196,DD.1.5,218,DD.1.5,279,DD.1.5,188,DD.1.5,186,DD.1.5,162,DD.1.5,169,DD.1.5,187,DD.1.5,173,DD.1.5,182,DD.1.5,168,DD.1.5,187,DD.1.5,161,DD.1.5,189,DD.1.5,164,DD.1.5,161,DD.1.5,171,DD.1.5,174,DD.1.5,160,DD.1.5,165,DD.1.5,172,DD.1.5,180,DD.1.5,162,DD.1.5,168,DD.1.5,176,DD.1.5,161,DD.1.5,178,DD.1.5,170,DD.1.5,174,DD.1.5,173,DD.1.5,174,DD.1.5,160,DD.1.5,170,DD.1.5,171,DD.1.5,160,DD.1.5,176,DD.1.5,185,DD.1.5,185,DD.1.5,165,DD.1.5,163,DD.1.5,156,DD.1.5,176,DD.1.5,180,DD.1.5,163,DD.1.5,172,DD.1.5,175,DD.1.5,166,DD.5.5,655,DD.1.5,162,DD.1.5,171,DD.1.5,153,DD.1.5,172,DD.1.5,166,DD.1.5,166,DD.1.5,168,DD.1.5,172,DD.1.5,157,DD.1.5,195,DD.1.5,163,DD.1.5,163,DD.1.5,172,DD.1.5,183,DD.1.5,179,DD.1.5,172,DD.1.5,244,DD.1.5,265,DD.1.5,309,DD.1.5,255,DD.1.5,1121,DD.1.5,762,DD.1.5,525,DD.1.5,928,,,,
UD.1.5,558,UD.1.5,154,UD.1.5,155,UD.1.5,119,UD.1.5,100,UD.1.5,313,UD.1.5,62,UD.1.5,84,UD.1.5,146,UD.1.5,82,UD.1.5,85,UD.1.5,66,UD.1.5,79,UD.1.5,91,UD.1.5,64,UD.1.5,75,UD.1.5,71,UD.1.5,86,UD.1.5,71,UD.1.5,77,UD.1.5,94,UD.1.5,71,UD.1.5,72,UD.1.5,66,UD.1.5,73,UD.1.5,68,UD.1.5,71,UD.1.5,78,UD.1.5,65,UD.1.5,82,UD.1.5,80,UD.1.5,58,UD.1.5,77,UD.1.5,73,UD.1.5,77,UD.1.5,76,UD.1.5,72,UD.1.5,68,UD.1.5,73,UD.1.5,71,UD.1.5,69,UD.1.5,75,UD.1.5,83,UD.1.5,88,UD.1.5,68,UD.1.5,62,UD.1.5,65,UD.1.5,80,UD.1.5,78,UD.1.5,67,UD.1.5,76,UD.1.5,73,UD.1.5,74,UD.5.5,526,UD.1.5,69,UD.1.5,75,UD.1.5,63,UD.1.5,70,UD.1.5,70,UD.1.5,64,UD.1.5,68,UD.1.5,64,UD.1.5,61,UD.1.5,82,UD.1.5,56,UD.1.5,66,UD.1.5,66,UD.1.5,75,UD.1.5,77,UD.1.5,70,UD.1.5,131,UD.1.5,136,UD.1.5,175,UD.1.5,122,UD.1.5,976,UD.1.5,618,UD.1.5,403,UD.1.5,783,,,,
H.5,102,H.5,102,H.5,102,H.5,107,H.5,139,H.5,102,H.5,96,H.5,107,H.5,91,H.5,97,H.5,117,H.5,117,H.5,124,H.5,148,H.5,117,H.5,123,H.5,97,H.5,108,H.5,118,H.5,112,H.5,103,H.5,118,H.5,115,H.5,118,H.5,101,H.5,113,H.5,123,H.5,123,H.5,118,H.5,113,H.5,97,H.5,119,H.5,106,H.5,119,H.5,129,H.5,86,H.5,112,H.5,101,H.5,118,H.5,108,H.5,113,H.5,102,H.5,99,H.5,70,H.5,113,H.5,130,H.5,117,H.5,108,H.5,112,H.5,107,H.5,134,H.5,129,H.5,112,H.5,86,H.5,108,H.5,117,H.5,108,H.5,123,H.5,128,H.5,129,H.5,113,H.5,129,H.5,117,H.5,112,H.5,124,H.5,134,H.5,133,H.5,127,H.5,102,H.5,128,H.5,80,H.5,102,H.5,86,H.5,90,H.5,96,H.5,101,H.5,107,H.5,117,,,,
DD.5.R,551,DD.5.R,1239,DD.5.R,1116,DD.5.R,1012,DD.5.R,797,DD.5.R,563,DD.5.R,518,DD.5.R,1176,DD.5.R,377,DD.5.R,509,DD.5.R,221,DD.5.R,190,DD.5.R,220,DD.5.R,216,DD.5.R,182,DD.5.R,197,DD.5.R,189,DD.5.R,221,DD.5.R,275,DD.5.R,270,DD.5.R,180,DD.5.R,207,DD.5.R,216,DD.5.R,202,DD.5.R,179,DD.5.R,174,DD.5.R,232,DD.5.R,173,DD.5.R,173,DD.5.R,168,DD.5.R,134,DD.5.R,180,DD.5.R,133,DD.5.R,153,DD.5.R,164,DD.5.R,265,DD.5.R,179,DD.5.R,154,DD.5.R,149,DD.5.R,147,DD.5.R,139,DD.5.R,138,DD.5.R,154,DD.5.R,141,DD.5.R,143,DD.5.R,145,DD.5.R,140,DD.5.R,151,DD.5.R,183,DD.5.R,146,DD.5.R,214,DD.5.R,161,DD.5.R,163,DD.5.Backspace,133,DD.5.R,137,DD.5.R,170,DD.5.R,194,DD.5.R,250,DD.5.R,186,DD.5.R,189,DD.5.R,156,DD.5.R,140,DD.5.R,201,DD.5.R,191,DD.5.R,257,DD.5.R,158,DD.5.R,183,DD.5.R,161,DD.5.R,118,DD.5.R,195,DD.5.R,149,DD.5.R,179,DD.5.R,167,DD.5.R,170,DD.5.R,169,DD.5.R,179,DD.5.R,194,DD.5.R,207,,,,
UD.5.R,449,UD.5.R,1137,UD.5.R,1014,UD.5.R,905,UD.5.R,658,UD.5.R,461,UD.5.R,422,UD.5.R,1069,UD.5.R,286,UD.5.R,412,UD.5.R,104,UD.5.R,73,UD.5.R,96,UD.5.R,68,UD.5.R,65,UD.5.R,74,UD.5.R,92,UD.5.R,113,UD.5.R,157,UD.5.R,158,UD.5.R,77,UD.5.R,89,UD.5.R,101,UD.5.R,84,UD.5.R,78,UD.5.R,61,UD.5.R,109,UD.5.R,50,UD.5.R,55,UD.5.R,55,UD.5.R,37,UD.5.R,61,UD.5.R,27,UD.5.R,34,UD.5.R,35,UD.5.R,179,UD.5.R,67,UD.5.R,53,UD.5.R,31,UD.5.R,39,UD.5.R,26,UD.5.R,36,UD.5.R,55,UD.5.R,71,UD.5.R,30,UD.5.R,15,UD.5.R,23,UD.5.R,43,UD.5.R,71,UD.5.R,39,UD.5.R,80,UD.5.R,32,UD.5.R,51,UD.5.Backspace,47,UD.5.R,29,UD.5.R,53,UD.5.R,86,UD.5.R,127,UD.5.R,58,UD.5.R,60,UD.5.R,43,UD.5.R,11,UD.5.R,84,UD.5.R,79,UD.5.R,133,UD.5.R,24,UD.5.R,50,UD.5.R,34,UD.5.R,16,UD.5.R,67,UD.5.R,69,UD.5.R,77,UD.5.R,81,UD.5.R,80,UD.5.R,73,UD.5.R,78,UD.5.R,87,UD.5.R,90,,,,
H.R,134,H.R,123,H.R,134,H.R,127,H.R,117,H.R,133,H.R,122,H.R,118,H.R,140,H.R,7,H.R,96,H.R,91,H.R,96,H.R,93,H.R,102,H.R,106,H.R,101,H.R,97,H.R,96,H.R,96,H.R,107,H.R,99,H.R,93,H.R,96,H.R,97,H.R,90,H.R,101,H.R,92,H.R,97,H.R,81,H.R,97,H.R,98,H.R,86,H.R,91,H.R,96,H.R,96,H.R,91,H.R,85,H.R,86,H.R,96,H.R,93,H.R,85,H.R,96,H.R,91,H.R,97,H.R,97,H.R,96,H.R,91,H.R,102,H.R,97,H.R,97,H.R,102,H.R,90,H.Backspace,112,H.R,91,H.R,97,H.R,107,H.R,95,H.R,103,H.R,96,H.R,90,H.R,91,H.R,91,H.R,90,H.R,101,H.R,101,H.R,101,H.R,91,H.R,80,H.R,102,H.R,120,H.R,117,H.R,113,H.R,97,H.R,123,H.R,134,H.R,128,H.R,118,,,,
DD.R.o,292,DD.R.o,933,DD.R.o,248,DD.R.o,306,DD.R.o,1929,DD.R.o,401,DD.R.o,405,DD.R.o,200,DD.R.o,315,DD.R.o,55,DD.R.o,359,DD.R.o,378,DD.R.o,409,DD.R.o,390,DD.R.o,397,DD.R.o,1676,DD.R.o,379,DD.R.o,1037,DD.R.o,350,DD.R.o,366,DD.R.o,392,DD.R.o,335,DD.R.R,1903,DD.R.o,326,DD.R.o,315,DD.R.o,324,DD.R.o,979,DD.R.o,332,DD.R.o,310,DD.R.o,322,DD.R.o,371,DD.R.o,320,DD.R.o,329,DD.R.o,322,DD.R.o,368,DD.R.o,316,DD.R.o,298,DD.R.o,316,DD.R.o,333,DD.R.o,631,DD.R.o,310,DD.R.o,320,DD.R.o,358,DD.R.o,313,DD.R.o,330,DD.R.o,354,DD.R.o,644,DD.R.o,360,DD.R.o,1420,DD.R.o,385,DD.R.o,387,DD.R.o,326,DD.R.o,289,DD.Backspace.Backspace,1373,DD.R.o,295,DD.R.o,973,DD.R.o,1219,DD.R.o,270,DD.R.o,609,DD.R.o,431,DD.R.o,320,DD.R.o,317,DD.R.o,1431,DD.R.o,456,DD.R.o,472,DD.R.o,367,DD.R.o,376,DD.R.o,339,DD.R.o,276,DD.R.o,549,DD.R.o,193,DD.R.o,123,DD.R.o,161,DD.R.o,142,DD.R.o,153,DD.R.o,189,DD.R.o,152,DD.R.o,187,,,,
UD.R.o,158,UD.R.o,810,UD.R.o,114,UD.R.o,179,UD.R.o,1812,UD.R.o,268,UD.R.o,283,UD.R.o,82,UD.R.o,175,UD.R.o,48,UD.R.o,263,UD.R.o,287,UD.R.o,313,UD.R.o,297,UD.R.o,295,UD.R.o,1570,UD.R.o,278,UD.R.o,940,UD.R.o,254,UD.R.o,270,UD.R.o,285,UD.R.o,236,UD.R.R,1810,UD.R.o,230,UD.R.o,218,UD.R.o,234,UD.R.o,878,UD.R.o,240,UD.R.o,213,UD.R.o,241,UD.R.o,274,UD.R.o,222,UD.R.o,243,UD.R.o,231,UD.R.o,272,UD.R.o,220,UD.R.o,207,UD.R.o,231,UD.R.o,247,UD.R.o,535,UD.R.o,217,UD.R.o,235,UD.R.o,262,UD.R.o,222,UD.R.o,233,UD.R.o,257,UD.R.o,548,UD.R.o,269,UD.R.o,1318,UD.R.o,288,UD.R.o,290,UD.R.o,224,UD.R.o,199,UD.Backspace.Backspace,1261,UD.R.o,204,UD.R.o,876,UD.R.o,1112,UD.R.o,175,UD.R.o,506,UD.R.o,335,UD.R.o,230,UD.R.o,226,UD.R.o,1340,UD.R.o,366,UD.R.o,371,UD.R.o,266,UD.R.o,275,UD.R.o,248,UD.R.o,196,UD.R.o,447,UD.R.o,73,UD.R.o,6,UD.R.o,48,UD.R.o,45,UD.R.o,30,UD.R.o,55,UD.R.o,24,UD.R.o,69,,,,
H.o,107,H.o,106,H.o,113,H.o,124,H.o,113,H.o,111,H.o,125,H.o,100,H.o,102,H.o,157,H.o,160,H.o,129,H.o,113,H.o,150,H.o,113,H.o,136,H.o,137,H.o,136,H.o,107,H.o,118,H.o,139,H.o,110,H.R,128,H.o,141,H.o,146,H.o,118,H.o,141,H.o,136,H.o,135,H.o,154,H.o,129,H.o,134,H.o,123,H.o,109,H.o,142,H.o,105,H.o,118,H.o,133,H.o,118,H.o,124,H.o,124,H.o,130,H.o,104,H.o,113,H.o,128,H.o,124,H.o,91,H.o,114,H.o,123,H.o,101,H.o,109,H.o,126,H.o,113,H.Backspace,96,H.o,123,H.o,54,H.o,118,H.o,123,H.o,100,H.o,109,H.o,108,H.o,134,H.o,130,H.o,146,H.o,145,H.o,119,H.o,86,H.o,111,H.o,114,H.o,26,H.o,97,H.o,96,H.o,101,H.o,96,H.o,96,H.o,86,H.o,91,H.o,97,,,,
DD.o.%,1790,DD.o.%,692,DD.o.%,809,DD.o.%,909,DD.o.^,733,DD.o.%,489,DD.o.%,645,DD.o.%,1345,DD.o.%,738,DD.o.%,270,DD.o.%,297,DD.o.%,308,DD.o.%,357,DD.o.%,321,DD.o.%,305,DD.o.%,387,DD.o.%,358,DD.o.%,328,DD.o.%,231,DD.o.%,223,DD.o.%,237,DD.o.%,211,DD.R.R,1180,DD.o.%,329,DD.o.%,286,DD.o.%,266,DD.o.%,323,DD.o.%,283,DD.o.%,295,DD.o.%,333,DD.o.%,256,DD.o.%,270,DD.o.%,280,DD.o.%,279,DD.o.%,320,DD.o.%,223,DD.o.%,244,DD.o.%,306,DD.o.%,301,DD.o.%,750,DD.o.%,263,DD.o.%,262,DD.o.%,282,DD.o.%,321,DD.o.%,283,DD.o.%,303,DD.o.%,270,DD.o.%,226,DD.o.%,172,DD.o.%,190,DD.o.%,197,DD.o.%,284,DD.o.%,188,DD.Backspace.1,222,DD.o.%,211,DD.o.%,265,DD.o.%,243,DD.o.%,247,DD.o.%,425,DD.o.@,203,DD.o.%,213,DD.o.%,243,DD.o.%,267,DD.o.%,622,DD.o.%,157,DD.o.%,175,DD.o.%,177,DD.o.%,204,DD.o.%,168,DD.o.%,32,DD.o.%,1371,DD.o.%,323,DD.o.%,344,DD.o.%,332,DD.o.%,663,DD.o.%,265,DD.o.%,353,DD.o.%,342,,,,
UD.o.%,1683,UD.o.%,586,UD.o.%,696,UD.o.%,785,UD.o.^,620,UD.o.%,378,UD.o.%,520,UD.o.%,1245,UD.o.%,636,UD.o.%,113,UD.o.%,137,UD.o.%,179,UD.o.%,244,UD.o.%,171,UD.o.%,192,UD.o.%,251,UD.o.%,221,UD.o.%,192,UD.o.%,124,UD.o.%,105,UD.o.%,98,UD.o.%,101,UD.R.R,1052,UD.o.%,188,UD.o.%,140,UD.o.%,148,UD.o.%,182,UD.o.%,147,UD.o.%,160,UD.o.%,179,UD.o.%,127,UD.o.%,136,UD.o.%,157,UD.o.%,170,UD.o.%,178,UD.o.%,118,UD.o.%,126,UD.o.%,173,UD.o.%,183,UD.o.%,626,UD.o.%,139,UD.o.%,132,UD.o.%,178,UD.o.%,208,UD.o.%,155,UD.o.%,179,UD.o.%,179,UD.o.%,112,UD.o.%,49,UD.o.%,89,UD.o.%,88,UD.o.%,158,UD.o.%,75,UD.Backspace.1,126,UD.o.%,88,UD.o.%,211,UD.o.%,125,UD.o.%,124,UD.o.%,325,UD.o.@,94,UD.o.%,105,UD.o.%,109,UD.o.%,137,UD.o.%,476,UD.o.%,12,UD.o.%,56,UD.o.%,91,UD.o.%,93,UD.o.%,54,UD.o.%,6,UD.o.%,1274,UD.o.%,227,UD.o.%,243,UD.o.%,236,UD.o.%,567,UD.o.%,179,UD.o.%,262,UD.o.%,245,,,,
H.%,97,H.%,103,H.%,80,H.%,81,H.^,139,H.%,109,H.%,97,H.%,93,H.%,99,H.%,113,H.%,112,H.%,89,H.%,102,H.%,115,H.%,94,H.%,118,H.%,117,H.%,92,H.%,107,H.%,129,H.%,108,H.%,102,H.R,144,H.%,101,H.%,118,H.%,95,H.%,106,H.%,109,H.%,118,H.%,112,H.%,107,H.%,108,H.%,106,H.%,113,H.%,102,H.%,113,H.%,120,H.%,112,H.%,107,H.%,91,H.%,106,H.%,101,H.%,107,H.%,111,H.%,106,H.%,97,H.%,113,H.%,112,H.%,74,H.%,107,H.%,114,H.%,99,H.%,112,H.1,64,H.%,112,H.%,105,H.%,109,H.%,103,H.%,95,H.@,113,H.%,112,H.%,89,H.%,111,H.%,145,H.%,101,H.%,101,H.%,91,H.%,108,H.%,112,H.%,88,H.%,113,H.%,127,H.%,135,H.%,123,H.%,160,H.%,118,H.%,121,H.%,120,,,,
